INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;ValidaciÃ³n IUPAC;verificaciÃ³n manual;PREFERRED NAME;CASRN;MOLECULAR FORMULA;MONOISOTOPIC MASS;ToxCast Active;ToxCast Total;% ToxCast Active;HIT CALL;ATS;Clasificacion_ATS
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Active;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Active;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Active;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Active;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Active;0.421052632;Activo
1-Undecanol;PUBCHEM;DTXSID0026915;1-Undecanol;;CCCCCCCCCCCO;;;;;;;1-Undecanol;112-42-5;C11H24O;172.182715;79;878;9;Inactive;0.421052632;Activo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Diethylene glycol dibenzoate;PUBCHEM;DTXSID0026967;Diethylene glycol dibenzoate;;C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2;;;;;;;Diethylene glycol dibenzoate;120-55-8;C18H18O5;314.115424;26;892;3;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
Hexadecane;PUBCHEM;DTXSID0027195;Hexadecane;;CCCCCCCCCCCCCCCC;;;;;;;Hexadecane;544-76-3;C16H34;226.266051;12;848;1;Inactive;0.0;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Active;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
1-Pentadecanol;PUBCHEM;DTXSID0027270;1-Pentadecanol;;CCCCCCCCCCCCCCCO;;;;;;;1-Pentadecanol;629-76-5;C15H32O;228.245316;67;875;8;Inactive;0.052631579;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Malic acid;PUBCHEM;DTXSID0027640;Malic acid;;C(C(C(=O)O)O)C(=O)O;;;;;;;Malic acid;6915-15-7;C4H6O5;134.021523;16;910;2;Inactive;0.0;Inactivo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Inactive;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Trimethylolpropane triacrylate;PUBCHEM;DTXSID0027773;Trimethylolpropane triacrylate;;CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C;;;;;;;Trimethylolpropane triacrylate;15625-89-5;C15H20O6;296.125988;294;624;47;Active;0.947368421;Activo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
Dipropylene glycol;PUBCHEM;DTXSID0027856;Dipropylene glycol;;CCC(O)OC(CC)O;;;;;;;Dipropylene glycol;25265-71-8;C6H14O3;134.094294;6;858;1;Inactive;0.0;Inactivo
