INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;Validación IUPAC;verificación manual
Hexachlorophene;Approved Name;DTXSID6020690;Hexachlorophene;0;OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl;C13H6Cl6O2;406.89;3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol;3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol;0;NO
Hexaconazole;Approved Name;DTXSID4034653;Hexaconazole;0;CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl;C14H17Cl2N3O;314.21;2-(2,4-dichlorophenyl)-1-(1,2,4-triazol-1-yl)hexan-2-ol;2-(2,4-dichlorophenyl)-1-(1,2,4-triazol-1-yl)hexan-2-ol;0;NO
Hexaflumuron;Approved Name;DTXSID3032620;Hexaflumuron;0;FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl;C16H8Cl2F6N2O3;461.14;N-[[3,5-dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]carbamoyl]-2,6-difluorobenzamide;N-[[3,5-dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]carbamoyl]-2,6-difluorobenzamide;0;NO
Hexafluoroamylene glycol;Approved Name;DTXSID3059927;Hexafluoroamylene glycol;0;OCC(F)(F)C(F)(F)C(F)(F)CO;C5H6F6O2;212.091;2,2,3,3,4,4-hexafluoropentane-1,5-diol;2,2,3,3,4,4-hexafluoropentane-1,5-diol;0;NO
Hexafluoroglutaryl chloride;Approved Name;DTXSID0060985;Hexafluoroglutaryl chloride;0;FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(Cl)=O;C5Cl2F6O2;276.94;2,2,3,3,4,4-hexafluoropentanedioyl dichloride;2,2,3,3,4,4-hexafluoropentanedioyl dichloride;0;NO
Hexane-1,6-diyl dibenzoate;Approved Name;DTXSID0047539;Hexane-1,6-diyl dibenzoate;0;O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1;C20H22O4;326.392;6-benzoyloxyhexyl benzoate;6-benzoyloxyhexyl benzoate;0;NO
Hexanedinitrile;Approved Name;DTXSID3021936;Hexanedinitrile;0;N#CCCCCC#N;C6H8N2;108.144;hexanedinitrile;hexanedinitrile;0;NO
Hexanedioic acid;Approved Name;DTXSID7021605;Hexanedioic acid;0;OC(=O)CCCCC(O)=O;C6H10O4;146.142;hexanedioic acid;hexanedioic acid;0;NO
Hexanoic acid;Approved Name;DTXSID7021607;Hexanoic acid;0;CCCCCC(O)=O;C6H12O2;116.16;hexanoic acid;hexanoic acid;0;NO
Hexazinone;Approved Name;DTXSID4024145;Hexazinone;0;CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C;C12H20N4O2;252.318;3-cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4-dione;3-cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4-dione;0;NO
Hexyl salicylate;Approved Name;DTXSID4038924;Hexyl salicylate;0;CCCCCCOC(=O)C1=C(O)C=CC=C1;C13H18O3;222.284;hexyl 2-hydroxybenzoate;hexyl 2-hydroxybenzoate;0;NO
Hexythiazox;Approved Name;DTXSID7024299;Hexythiazox;0;C[C@H]1[C@@H](SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1;C17H21ClN2O2S;352.88;(4S,5S)-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide;(4S,5S)-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-1,3-thiazolidine-3-carboxamide;0;NO
HMR1171;Approved Name;DTXSID6047367;HMR1171;0;CCN(CC)C(=O)C1=CC(=C(C=C1N(CC)CCN(C)C)N1CCC(CC1)C1=CC=CC=C1)S(=O)(=O)CC1=CC=CC=C1;C35H48N4O3S;604.85;5-benzylsulfonyl-2-[2-(dimethylamino)ethyl-ethylamino]-N,N-diethyl-4-(4-phenylpiperidin-1-yl)benzamide;5-benzylsulfonyl-2-[2-(dimethylamino)ethyl-ethylamino]-N,N-diethyl-4-(4-phenylpiperidin-1-yl)benzamide;0;NO
HMR1426;Approved Name;DTXSID9047338;HMR1426;0;OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1;C16H12ClNOS;301.79;6-chloro-2-phenyl-3a,4-dihydroindeno[1,2-d][1,3]thiazol-8b-ol;6-chloro-2-phenyl-3a,4-dihydroindeno[1,2-d][1,3]thiazol-8b-ol;0;NO
Hydrochlorothiazide;Approved Name;DTXSID2020713;Hydrochlorothiazide;0;NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl;C7H8ClN3O4S2;297.73;6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide;6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide;0;NO
Hydroquinone;Approved Name;DTXSID7020716;Hydroquinone;0;OC1=CC=C(O)C=C1;C6H6O2;110.112;benzene-1,4-diol;benzene-1,4-diol;0;NO
Hydroxyflutamide;Approved Name;DTXSID8033562;Hydroxyflutamide;0;CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F;C11H11F3N2O4;292.214;2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide;2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide;0;NO
Hydroxyurea;Approved Name;DTXSID6025438;Hydroxyurea;0;NC(=O)NO;CH4N2O2;76.055;hydroxyurea;hydroxyurea;0;NO
Ibuprofen;Approved Name;DTXSID5020732;Ibuprofen;0;CC(C)CC1=CC=C(C=C1)C(C)C(O)=O;C13H18O2;206.285;2-[4-(2-methylpropyl)phenyl]propanoic acid;2-[4-(2-methylpropyl)phenyl]propanoic acid;0;NO
Ifosfamide;Approved Name;DTXSID7020760;Ifosfamide;0;ClCCNP1(=O)OCCCN1CCCl;C7H15Cl2N2O2P;261.08;N,3-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine;N,3-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine;0;NO
Ilepatril;Approved Name;DTXSID7047356;Ilepatril;0;CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]2CCC[C@H](N2C1=O)C(O)=O;C22H28N2O5S;432.54;(4S,7S,12bR)-7-[[(2S)-2-acetylsulfanyl-3-methylbutanoyl]amino]-6-oxo-2,3,4,7,8,12b-hexahydro-1H-pyrido[2,1-a][2]benzazepine-4-carboxylic acid;(4S,7S,12bR)-7-[[(2S)-2-acetylsulfanyl-3-methylbutanoyl]amino]-6-oxo-2,3,4,7,8,12b-hexahydro-1H-pyrido[2,1-a][2]benzazepine-4-carboxylic acid;0;NO
Imazalil;Approved Name;DTXSID8024151;Imazalil;0;ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC=C;C14H14Cl2N2O;297.18;1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole;1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole;0;NO
Imazamox;Approved Name;DTXSID3034664;Imazamox;0;COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O;C15H19N3O4;305.334;5-(methoxymethyl)-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;5-(methoxymethyl)-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;0;NO
Imazapic;Approved Name;DTXSID5034270;Imazapic;0;CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O;C14H17N3O3;275.308;5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;0;NO
Imazapyr;Approved Name;DTXSID8034665;Imazapyr;0;CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O;C13H15N3O3;261.281;2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;0;NO
Imazaquin;Approved Name;DTXSID3024152;Imazaquin;0;CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O;C17H17N3O3;311.341;2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)quinoline-3-carboxylic acid;2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)quinoline-3-carboxylic acid;0;NO
Imazethapyr;Approved Name;DTXSID3024287;Imazethapyr;0;CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O;C15H19N3O3;289.335;5-ethyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;5-ethyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid;0;NO
Imidacloprid;Approved Name;DTXSID5032442;Imidacloprid;0;[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1;C9H10ClN5O2;255.66;(NE)-N-[1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-ylidene]nitramide;(NZ)-N-[1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-ylidene]nitramide;1;N/A
Indeno[1,2,3-cd]pyrene;Approved Name;DTXSID8024153;Indeno[1,2,3-cd]pyrene;0;C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2;C22H12;276.338;hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene;hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene;0;NO
Indium arsenide;Approved Name;DTXSID5023825;Indium arsenide;0;[As]#[In];AsIn;189.74;indiganylidynearsane;indiganylidynearsane;0;NO
Indole-3-carbinol;Approved Name;DTXSID7031458;Indole-3-carbinol;0;OCC1=CNC2=C1C=CC=C2;C9H9NO;147.177;1H-indol-3-ylmethanol;1H-indol-3-ylmethanol;0;NO
Indoxacarb;Approved Name;DTXSID1032690;Indoxacarb;0;COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1;C22H17ClF3N3O7;527.84;methyl (4aS)-7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate;methyl (4aS)-7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate;0;NO
Ingliforib;Approved Name;DTXSID4047252;Ingliforib;0;O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC(Cl)=CC=C2N1)C(=O)N1C[C@H](O)[C@H](O)C1;C23H24ClN3O5;457.91;5-chloro-N-[(2S,3R)-4-[(3R,4S)-3,4-dihydroxypyrrolidin-1-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]-1H-indole-2-carboxamide;5-chloro-N-[(2S,3R)-4-[(3R,4S)-3,4-dihydroxypyrrolidin-1-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]-1H-indole-2-carboxamide;0;NO
Iodoform;Approved Name;DTXSID4020743;Iodoform;0;IC(I)I;CHI3;393.732;iodoform;iodoform;0;NO
Iodosulfuron methyl ester sodium salt;Approved Name;DTXSID2034673;Iodosulfuron methyl ester sodium salt;0;[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1;C14H13IN5NaO6S;529.24;"sodium;(5-iodo-2-methoxycarbonylphenyl)sulfonyl-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]azanide";"sodium;(5-iodo-2-methoxycarbonylphenyl)sulfonyl-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]azanide";0;NO
Isazofos;Approved Name;DTXSID7034676;Isazofos;0;CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1;C9H17ClN3O3PS;313.74;(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane;(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane;0;NO
Isobornyl methacrylate;Approved Name;DTXSID9027653;Isobornyl methacrylate;0;CC(=C)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C;C14H22O2;222.328;[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-methylprop-2-enoate;[(1S,2S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-methylprop-2-enoate;1;N/A
Isocyclemone E;Approved Name;DTXSID7031290;Isocyclemone E;0;CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2;C16H26O;234.383;1-(2,3,8,8-tetramethyl-1,3,4,5,6,7-hexahydronaphthalen-2-yl)ethanone;1-(2,3,8,8-tetramethyl-1,3,4,5,6,7-hexahydronaphthalen-2-yl)ethanone;0;NO
Isodecyl acrylate;;;Isodecyl acrylate;;CC(C)CCCCCCCOC(=O)C=C;;;8-methylnonyl prop-2-enoate;8-methylnonyl prop-2-enoate;0;NO
Isodecyl diphenyl phosphate;;;Isodecyl diphenyl phosphate;;CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2;;;8-methylnonyl diphenyl phosphate;8-methylnonyl diphenyl phosphate;0;NO
Isoeugenol;Approved Name;DTXSID7022413;Isoeugenol;0;COC1=CC(C=CC)=CC=C1O;C10H12O2;164.204;2-methoxy-4-[(E)-prop-1-enyl]phenol;2-methoxy-4-prop-1-enylphenol;1;N/A
Isofenphos;Approved Name;DTXSID8032417;Isofenphos;0;CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C;C15H24NO4PS;345.39;propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate;propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate;0;NO
Isoniazid;Approved Name;DTXSID8020755;Isoniazid;0;NNC(=O)C1=CC=NC=C1;C6H7N3O;137.142;pyridine-4-carbohydrazide;pyridine-4-carbohydrazide;0;NO
Isopentyl alcohol;Approved Name;DTXSID3025469;Isopentyl alcohol;0;CC(C)CCO;C5H12O;88.15;3-methylbutan-1-ol;3-methylbutan-1-ol;0;NO
Isopentyl butyrate;Approved Name;DTXSID3042059;Isopentyl butyrate;0;CCCC(=O)OCCC(C)C;C9H18O2;158.241;3-methylbutyl butanoate;3-methylbutyl butanoate;0;NO
Isophorone;Approved Name;DTXSID8020759;Isophorone;0;CC1=CC(=O)CC(C)(C)C1;C9H14O;138.21;3,5,5-trimethylcyclohex-2-en-1-one;3,5,5-trimethylcyclohex-2-en-1-one;0;NO
Isopropalin;Approved Name;DTXSID8024157;Isopropalin;0;CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O;C15H23N3O4;309.366;2,6-dinitro-4-propan-2-yl-N,N-dipropylaniline;2,6-dinitro-4-propan-2-yl-N,N-dipropylaniline;0;NO
Isopropyl triethanolamine titanate;Approved Name;DTXSID7044928;Isopropyl triethanolamine titanate;0;CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C;C18H42N2O8Ti;462.407;"2-[bis(2-hydroxyethyl)amino]ethanol;propan-2-ol;titanium";"2-[bis(2-hydroxyethyl)amino]ethanol;propan-2-ol;titanium";0;NO
Isoproterenol hydrochloride;Approved Name;DTXSID6025486;Isoproterenol hydrochloride;0;Cl.CC(C)NCC(O)C1=CC(O)=C(O)C=C1;C11H18ClNO3;247.72;"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol;hydrochloride";"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol;hydrochloride";0;NO
Isoxaben;Approved Name;DTXSID8024159;Isoxaben;0;CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1;C18H24N2O4;332.4;2,6-dimethoxy-N-[3-(3-methylpentan-3-yl)-1,2-oxazol-5-yl]benzamide;2,6-dimethoxy-N-[3-(3-methylpentan-3-yl)-1,2-oxazol-5-yl]benzamide;0;NO
Isoxaflutole;Approved Name;DTXSID5034723;Isoxaflutole;0;CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1;C15H12F3NO4S;359.32;(5-cyclopropyl-1,2-oxazol-4-yl)-[2-methylsulfonyl-4-(trifluoromethyl)phenyl]methanone;(5-cyclopropyl-1,2-oxazol-4-yl)-[2-methylsulfonyl-4-(trifluoromethyl)phenyl]methanone;0;NO
Kepone;Approved Name;DTXSID1020770;Kepone;0;ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl;C10Cl10O;490.61;1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one;1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one;0;NO
Ketoconazole;Approved Name;DTXSID7029879;Ketoconazole;0;CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1;C26H28Cl2N4O4;531.43;1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone;1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone;0;NO
Kinoprene;Approved Name;DTXSID3032624;Kinoprene;0;CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C;C18H28O2;276.42;prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate;prop-2-ynyl (2E,4E)-3,7,11-trimethyldodeca-2,4-dienoate;0;NO
Lactofen;Approved Name;DTXSID7024160;Lactofen;0;CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O;C19H15ClF3NO7;461.77;(1-ethoxy-1-oxopropan-2-yl) 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate;(1-ethoxy-1-oxopropan-2-yl) 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate;0;NO
lambda-Cyhalothrin;Approved Name;DTXSID7032559;lambda-Cyhalothrin;0;CC1(C)[C@H](\C=C(/Cl)C(F)(F)F)[C@@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1;C23H19ClF3NO3;449.85;[(R)-cyano-(3-phenoxyphenyl)methyl] (1S,3S)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate;[(R)-cyano-(3-phenoxyphenyl)methyl] (1S,3S)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate;0;NO
Leucomalachite green;Approved Name;DTXSID7031531;Leucomalachite green;0;CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C;C23H26N2;330.475;4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline;4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline;0;NO
Levonorgestrel;Approved Name;DTXSID3036496;Levonorgestrel;0;[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H];C21H28O2;312.453;(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one;(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one;0;NO
Limonene diepoxide;Approved Name;DTXSID9042097;Limonene diepoxide;0;CC1OC1C1CCC2(C)OC2C1;C10H16O2;168.236;1-methyl-4-(2-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane;1-methyl-4-(3-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane;1;SI
Limonene dimercaptan;Approved Name;DTXSID2025501;Limonene dimercaptan;0;CC(CS)C1CCC(C)C(S)C1;C10H20S2;204.39;2-methyl-5-(1-sulfanylpropan-2-yl)cyclohexane-1-thiol;2-methyl-5-(1-sulfanylpropan-2-yl)cyclohexane-1-thiol;0;NO
Linalool;Approved Name;DTXSID7025502;Linalool;0;CC(C)=CCCC(C)(O)C=C;C10H18O;154.253;3,7-dimethylocta-1,6-dien-3-ol;3,7-dimethylocta-1,6-dien-3-ol;0;NO
Linalyl acetate;Approved Name;DTXSID7026946;Linalyl acetate;0;CC(C)=CCCC(C)(OC(C)=O)C=C;C12H20O2;196.29;3,7-dimethylocta-1,6-dien-3-yl acetate;3,7-dimethylocta-1,6-dien-3-yl acetate;0;NO
Lindane;Approved Name;DTXSID2020686;Lindane;0;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;C6H6Cl6;290.81;1,2,3,4,5,6-hexachlorocyclohexane;1,2,3,4,5,6-hexachlorocyclohexane;0;NO
Linuron;Approved Name;DTXSID2024163;Linuron;0;CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1;C9H10Cl2N2O2;249.09;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea;3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea;0;NO
Lovastatin;Approved Name;DTXSID5020784;Lovastatin;0;[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC;C24H36O5;404.547;[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate;[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate;0;NO
L-Tartaric acid;Approved Name;DTXSID8023632;L-Tartaric acid;0;O[C@H]([C@@H](O)C(O)=O)C(O)=O;C4H6O6;150.086;(2R,3R)-2,3-dihydroxybutanedioic acid;(2R,3R)-2,3-dihydroxybutanedioic acid;0;NO
L-Tryptophan;Approved Name;DTXSID5021419;L-Tryptophan;0;N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O;C11H12N2O2;204.229;(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid;(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid;0;NO
Lynestrenol;Approved Name;DTXSID4021478;Lynestrenol;0;[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H];C20H28O;284.443;(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol;(8R,9S,10R,13S,14S,17R)-17-ethynyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol;0;NO
Malachite green;Approved Name - WARNING: Synonym mapped to two or more chemicals;DTXSID1025512;Malachite green;0;[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C;C23H25ClN2;364.92;"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;chloride";"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;chloride";0;NO
Malaoxon;Approved Name;DTXSID9020790;Malaoxon;0;CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC;C10H19O7PS;314.29;diethyl 2-dimethoxyphosphorylsulfanylbutanedioate;diethyl 2-dimethoxyphosphorylsulfanylbutanedioate;0;NO
Malathion;Approved Name;DTXSID4020791;Malathion;0;CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC;C10H19O6PS2;330.35;diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate;diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate;0;NO
Maleic hydrazide;Approved Name;DTXSID9020792;Maleic hydrazide;0;O=C1NNC(=O)C=C1;C4H4N2O2;112.088;1,2-dihydropyridazine-3,6-dione;1,2-dihydropyridazine-3,6-dione;0;NO
Maneb;Approved Name;DTXSID9020794;Maneb;0;[Mn++].[S-]C(=S)NCCNC([S-])=S;C4H6MnN2S4;265.28;"manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate";"manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate";0;NO
Mefenpyr-diethyl;Approved Name;DTXSID6037564;Mefenpyr-diethyl;0;CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC;C16H18Cl2N2O4;373.23;diethyl 1-(2,4-dichlorophenyl)-5-methyl-4H-pyrazole-3,5-dicarboxylate;diethyl 1-(2,4-dichlorophenyl)-5-methyl-4H-pyrazole-3,5-dicarboxylate;0;NO
MEHP;Approved Name;DTXSID2025680;MEHP;0;CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O;C16H22O4;278.348;2-(2-ethylhexoxycarbonyl)benzoic acid;2-(2-ethylhexoxycarbonyl)benzoic acid;0;NO
Mepanipyrim;Approved Name;DTXSID4042121;Mepanipyrim;0;CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1;C14H13N3;223.279;4-methyl-N-phenyl-6-prop-1-ynylpyrimidin-2-amine;4-methyl-N-phenyl-6-prop-1-ynylpyrimidin-2-amine;0;NO
Mercuric chloride;Approved Name;DTXSID5020811;Mercuric chloride;0;[Cl-].[Cl-].[Hg++];Cl2Hg;271.49;dichloromercury;"mercury(2+);dichloride";1;SI
